ANSWER_ID,SEMESTER,SYSTEM_ID,RESPONSE_CATEGORY_ID,ANSWER_TEXT,ERROR_CATEGORY_ID,ERROR_SUBCATEGORY_ID,FEEDBACK
49,2021-1,CONCIERTO_ESTADIO,INTERACTIONS,los musicos y el equipo de sonido hacen un show para el publico,INSTRUCTION,DEFICIENT_RESPONSE,"No se describe claramente como interactuan todos los componentes. Tratar de hacer un análisis más detallado.,"
50,2021-1,CONCIERTO_ESTADIO,INTERACTIONS,"Que el publico al escuchar su artista y/o banda favorita, pueda bailar y cantar su musica mientras interactuan con sus amigos o familiares en el concierto.",INSTRUCTION,DEFICIENT_RESPONSE,"Las interacciones deben incluir de alguna forma todos los componentes,"
51,2021-1,CONCIERTO_ESTADIO,PURPOSE,Que los asistentes puedan disfrutar de las música de los artistas que se están presentando.,OK,OK,
52,2021-1,PARQUES,PURPOSE,coronar todas las fichas del jugador recorriendo el tablero,INSTRUCTION,DEFICIENT_RESPONSE,"El proposito describe el objetivo del jugador, no el proposito del sistema de juego.,"
53,2021-1,PARQUES,PURPOSE,Ser el primero en llegar al final. Completar toda la vuelta con todas las fichas. Ganar el juego,INSTRUCTION,DEFICIENT_RESPONSE,"Falta describir el propósito general del juego.,"
54,2021-1,PARQUES,INTERACTIONS,los jugadores usan los dados para mover fichas en el tablero,OK,OK,
55,2021-1,PARQUES,INTERACTIONS,Cada jugador tiene 4 fichas y estas deben dar toda una vuelta para poder llegar a la meta primero,OK,OK,
56,2021-1,PARQUES,INTERACTIONS,El tablero es el territorio de las fichas en el cual van dando los saltos para ir avanzando,OK,OK,
57,2021-1,PARQUES,INTERACTIONS,Tirar los dados para saber la cantidad de espacios que tiene que mover la ficha,OK,OK,
58,2021-2,DOMINO,PURPOSE,entretenimiento,INSTRUCTION,DEFICIENT_RESPONSE,"Muy general. Falta informacion. El proposito debe decir para que sirve el sistema o para que se utilizan sus componentes. Cual es el fin.,"
59,2021-2,DOMINO,INTERACTIONS,los jugadores empiezan escogiendo fichas aleatoriamente para despues empezar a jugar de acuerdo a los numeros de las mismas,INSTRUCTION,DEFICIENT_RESPONSE,"Podrias haber incluido mas componentes.,"
60,2021-2,ASCENSORES,PURPOSE,Permitir el traslado seguro y eficiente de personas entre diferentes pisos de un edificio.,OK,OK,
61,2021-2,ASCENSORES,PURPOSE,Facilitar el movimiento vertical de personas dentro de una edificación de varios niveles.,OK,OK,
62,2021-2,ASCENSORES,PURPOSE,Ayudar a que las personas suban y bajen de pisos sin esfuerzo físico excesivo.,OK,OK,
63,2021-2,ASCENSORES,PURPOSE,"Optimizar el transporte vertical en edificios, reduciendo tiempo y esfuerzo al desplazarse.",OK,OK,
64,2021-2,ASCENSORES,PURPOSE,Brindar accesibilidad para trasladarse entre pisos a personas con movilidad reducida.,OK,OK,
65,2021-2,ASCENSORES,PURPOSE,"Transportar personas entre pisos de forma cómoda, rápida y ordenada.",OK,OK,
66,2021-2,ASCENSORES,PURPOSE,Es algo que hay en los edificios.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Describe el contexto, pero no explica el propósito. Indica para qué sirve y qué necesidad resuelve."
67,2021-2,ASCENSORES,PURPOSE,Sirve para usarlo cuando uno necesita.,INSTRUCTIONS,DEFICIENT_RESPONSE,Es muy general. Explica cuál es la función del ascensor y en qué situación se usa.
68,2021-2,ASCENSORES,PURPOSE,Es un medio de transporte.,INSTRUCTIONS,DEFICIENT_RESPONSE,Falta especificar que es transporte vertical dentro de edificios y el beneficio que aporta.
69,2021-2,ASCENSORES,PURPOSE,Ayuda a las personas.,INSTRUCTIONS,DEFICIENT_RESPONSE,No es claro. Indica qué hace exactamente el sistema y con qué objetivo.
70,2021-2,ASCENSORES,PURPOSE,Permite subir y bajar.,INSTRUCTIONS,DEFICIENT_RESPONSE,Está incompleto. Explica para qué se sube/baja y por qué es útil en el sistema.
71,2021-2,ASCENSORES,PURPOSE,Es importante en un edificio.,INSTRUCTIONS,DEFICIENT_RESPONSE,No se explica la finalidad. Describe la función concreta del ascensor.
72,2021-2,ASCENSORES,PURPOSE,Se usa para mover gente.,INSTRUCTIONS,DEFICIENT_RESPONSE,"Muy ambiguo. Aclara dónde, entre qué puntos y con qué beneficio."
